text,value
Kurang terawat,NEGATIF
Wisata baru yang menyenangkan.,NEGATIF
"Tempatnya bagus, cukup terarah juga ya, kamar mandi bersih tempatnya jg bersih",POSITIF
1 bintang dulu saja,NEGATIF
"Pemandangannya cantik, bisa sambil liat senja. Kopi breksi makanan dan minuman nya juga enak. Cocok buat nyantai sama keluarga. Spot foto juga beraneka ragam. Parkirnya juga luas. Sip banget deh kalo mau liburan kesini, tapi jangan lupa protol kesehatannya ya",POSITIF
Anginnya kenceeeeeng...,POSITIF
"Seru banget main air dengan wahana yang seru dan menegangkan abis
Tiket masuk 100k promo jd 45k(tidak setiap hari ini waktu aku kesana)
Parkir motor 5k
Sewa loker 30k
Tdk boleh bawa makanan dan minuman dr luar, ada kantin ,ada klinik, ada mushola , toilet dan bilasan yang bersih dan luas, gazebo yang disewakan,setiap wahana selalu ada penjaga dr atas(memulai) dan bawah (pendaratan)
Di setiap pintu atau lokasi pendaratan ada ban atau pelampung. Banyak tempat duduk disana ada 9 perosotan
Warna hijau -> tdk memakai ban
Warna ungu -> pakai ban bisa sendiri atau berdua
Warna merah -> ini yang paling menegangkan tapi waktu dicoba tdk begitu malah menakutkan yang ungu
Warna hijau dan kuning -> bisa berempat tapi disana nanti dikenakan biaya tambahan 15 setiap kali naik .
Dan 5 warna kecil hijau, merah, kuning, biru, nanti mengunakan matras dan yang menaikinya tengkurep dan ini yang kelihatanya paling menakutkan...disini juga dikenakan biaya tambahan 15k
Ada ember tumpahnya 2 dan banyak perosotan untuk anak anak...dr yang tertinggi dan terendah banyak warna dan macam
Ada kolam gelombang seperti di pantai dimainkan di saat jam jam tertentu.
Ada kolam khusus hanya untuk berenang..ada river atau kolam panjang bisa bersantai menggunakan ban .
Ada penjual pelindung hape .
Disana juga ada museum airnya tapi waktu kesana ditutup .
Nanti pada saat pulang melewati kapal yang terparkir yang didalam terdapat seperti market kecil yang menjual perlengkapan renang dan lain lain...atau lebih tepatnya oleh oleh khas jogja bay.",POSITIF
Suasana nyaman..pasarr laut juga ada ..tp lebih baik beli terus dimasak dirumah..masak di tempat nanti masakanya ga enak ada yang belum mateng dan hrga pun mahal jasa masak.,POSITIF
Pantai ny kotor skarang ?Ù÷?,NEGATIF
Sangat baik,NEGATIF
Candi Hindu peninggalan Mataram Kuno yang megah dan cantik dilihat dari segala sisi.,POSITIF
Merusak konsep wisata. Tempat selpa selpi gaje,NEGATIF
Biasa saja,NEGATIF
"salah satu ikon budaya dan sejarah di Yogyakarta adalah Candi Prambanan. dalam sejarahnya Candi Prambanan dibangun sekitar abad ke-8 Masehi oleh Rakai Pikatan, dari Wangsa Sanjaya. diluar itu ada juga cerita rakyat yang dihubungkan dengan pembangunan Candi Prambanan, yakni kisah Roro Jonggrang dan Bandung Bondowoso.

tempat wisata candi prambanan berlokasi di Jalan Raya Solo , Kec. Prambanan, Kabupaten Sleman, sangat mudah ditemukan, jika berkendaraan dari Yogya menuju Solo, lokasi wisata ini terletak di kiri jalan.

dalam masa pandemi ini candi prambanan ditutup untuk kegiatan wisata. adapun harga karcis dalam situasi normal  untuk turis domestik adalah 40k, dan 200k untuk turis luar negeri.

paling ideal berkunjung kemari adalah pada sore hari, dimana situasi terasa teduh dan pemandangan terlihat dengan baik. adapun sendratari Ramayana diadakan pada hari Selasa, Kamis, dan Sabtu pukul 19.30. dikenakan tiket tambahan untuk menonton sendratari ini sesuai kelas / tempat duduk.",POSITIF
"Saya suka dengan ceritanya ,walaupun pertemuan keduanya nggak menuai kebahagiaan ...",NEGATIF
"Ini jg salah satu tempat wisata yang estetik deh..
Banyaak spot foto juga..
Pemandangan dr atas dilihat jg kwereeen ?ÙÔ?ÙÔ?Ù?©?Ù?©",POSITIF
Semenjak gempa banyak batu yang pada copot patung yang didalem ditambel pake semen,POSITIF
"pantai asri,makanan seafood masih segar..bisa di beli di pasar TPi(tempat pelelangan ikan)..lalu di masak di pinggir pantai..di warung/resto..mantabs jiwa..makan seafood sambil menikmati indahnya pantai di pagi hari atau sore hari..ðŸ‘",POSITIF
Tempatnya menarik..tiket masuk sangat murah.tidak mengecewakan,POSITIF
Ada tempat pertemuan yang nyaman dengan masakannya yang lezaat,POSITIF
Tidak memuaskan jenis binatang nya cuma sedikit,NEGATIF
Pusat perbelanjaan yang tempatnya luas dan nyaman. Terletak di ringroad utara ( per4an condongcatur ke timur),POSITIF
Sangat seru bisa tuk liburan sama keluarga,POSITIF
"Tempat luas dan sejuk, spot foto juga banyak. Harus selalu sedia minum dan payung karena kalau siang siang sangat terik",POSITIF
"Suasana yang tidak biasa selepas mata memandang dititik puncak breksi,tiket masuk 10k sangat terjangkau buka dari jam 06.00-21.00 sesuai protokol kesehatan",POSITIF
Lokasi dan tempat parkir serta akses kurang baik dan nyaman.,NEGATIF
Pantai yang selalu ramai pengunjung ..apalagi minggu pagi ..Dulu pernah beli ikan yang sudah mateng trs dibawa pulang ..pas mau makan di buka bagian tengah ikan banyak belatungnya ..nah kemarin beli udang yang udah mateng juga ada beberapa yang bau ..lebih selektif lur kalo beli seafood yang udah mateng ..,NEGATIF
"Standard mall biasa, luas Dan banyak pilihan makanan ala mall,.khususnya yang nginep di hotel mariot yang males jalan keluar jauh.",POSITIF
Yang mau berburu ikan segar bisa langsung ke pelelangan dan bisa dimasak juga langsung karena banyak tempat menyediakan jasa masak. Bisa menikmati pemandangan juga. Gak begitu rame dengan wisatawan.,POSITIF
"Berkunjung akhir bulan Oktober saat pembukaan kembali setelah sekian lama tutup karena pandemi.

Pelayanan baik, alur masuk dan proses skrining sangat jelas serta tertata rapi.
Kamar mandi bersih. Makanan di food court nya enak.
Loker tertata, aman, penggunaan mudah, kalau kuncinya rusak bisa lapor untuk ganti tempat.

Wahananya memuaskan, asik sekali bisa mencoba mayoritas wahananya. Sangat cocok untuk penyegaran.",POSITIF
"Pantai bersih, nyaman untuk liburan, pemandangan bagus.",POSITIF
"Bnyak warung makan,murah..",POSITIF
"Bagaimana bisa Mr Managernya orang cerdas, bisa terjadi mobil terjebak lalu hanya bisa exit (keluar) ke jalan. What are you doing Mr Manager? Barusan naik tarif parkir mestinya jangan kebangetanlah!!!",NEGATIF
"Saat pandemi ini, GL sangat menerapkan protokol kesehatan. Dan saat mengunjungi GL suasananya cukup nyaman. Tidak terlalu banyak pengunjung membuat kami bebas ke sana-sini.",POSITIF
"Yeeaay kali ini aku bakal ngereview salah satu wahana air terbesar di Jogja. Mulai dari tempat, tempat ya keren banget guys, permainan airnya kompliiittt, dari wahana ombak, kolam arus, kolam permainan anak kecil, sampe persotan perosotan yang menguji adrenalin. Pokoknya rugi deh kalo kalian main kebjogja tapi ga mampir ke JOGJA BAY. Oh ya ada ruang teaternya juga lhooo, jadi kalian kalo udah capek main air bisa banget tuh nonton teater disiniii.
Terus laper habis main air? Jangan khawatirr, di dalem juga ada kok yang jual makan, harganya terjangkau.
Mushola ada.
Ruang ganti luas bgt guys.
Sekiaaan review dariku, salam kenal ^^",POSITIF
HTM lebih mahal dari obyek wisata alam hutan Pinus. Sarana peraga tebing breksi obyek selfie berbayar sedang di hutan Pinus free padahal sama sama dibuat. Perlu dilakukan perbaikan  pelayanan  free,NEGATIF
"1. Banyak debu di plataran candi dan berterbangan setiap kali ketiup angin.
2. Jalan keluarnya jauh, sangat tdk cocok utk wisatawan yang bermasalah dengan kesehatan kakinya.",NEGATIF
Mall bagus tapi sangat disayangkan manajemen parkir kendaraannya buruk sekali. Saya tertahan sampai berjam-jam hanya utk keluar dari basement 1.,NEGATIF
"Tempatnya lumayan bagus cuma perlu ditingkatkan lagi, ya mungkin ini semua dampak covid. Semoga lekas pulih. Disini hewan nya lucu lucu. Berhubung dateng siang hewannya banyak yang bobo siang wkwk Recommended pokoknya buat liburan keluarga",POSITIF
Masakan ikannya not recommended,NEGATIF
"Suka.... tempat bagus, bersih, parkiran jg memadahi.",POSITIF
"Keren spot foto""a",POSITIF
"Sekitar April 2017, pantai yang cukup indah. Bisa jadi alternatif selain Pantai Parangtritis. Suasana senja bisa menambah keindahan dalam berfoto. Sudah terkelola dengan cukup baik. Bisa jadi wisata keluarga maupun dengan teman-teman sebaya. Banyak perahu nelayan juga. Cukup banyak pilihan makanan dan minuman. Kebanyakan pengunjung hanya dibibir pantai ketimbang hingga ke bagian laut.",POSITIF
Comfort bgt lengkap cuma utk gramedianya ga gede kayak bazzar buku,POSITIF
" pantainya kotor, terlalu banyak sampah di tepian pantai.",NEGATIF
"Adem, Bersih dan Aman",POSITIF
"Kemaren pas kesana air keruh, tp lumayan suasananya dan warung murah masakan enak",NEGATIF
"Tempatnya luas, bisa lihat para pelaut yang baru pulang melaut. Kita bisa langsung beli ikannya dan masak disana. Jadi, sudah ada tempat masaknya. Dimasakin sama ibu2 yang punya tempat. Minuman kopi2an 6rban, es kelapa 15rb, sewa tikar ditepi pantai 20rb. Ada juga spot untuk foto2, foto sendiri pakai properti hanya bayar 3rb saja.",POSITIF
keren....,POSITIF
"Nyobain seafood di sini terbaik. Pilih ikan di tempat penjualan, tinggal pilih yang segar dan tawar-menawar. Lalu cari tempat masak langganan. Tunggu dan langsung menikmati. Harganya murah meriah.",POSITIF
"Buat lihat matahari terbenam bagus, apalagi naik di bukit paralayang view nya tambah bagus",POSITIF
Indah suasana pantai nya,POSITIF
Ngak ada wahana bermain hanya kuliner seafood,NEGATIF
"Seru banget. Banyak teriak, banyak ketawa. Meski sedikit foto tapi bahagianya nempel lamaaaa....",POSITIF
Pasir hitam khas pantai selatan dengan banyak warung makan yang menawarkan berbagai macam jenis masakan..,POSITIF
"Saat pandemi menerapkan prokes yang ketat, sangat setuju
Memesan tiket beberapa hari sebelum kedatangan memudahkan kita untuk masuk
Wahana memang beberapa masih tertutup di masa pandemi, demi kebaikan bersama it's ok
Sebagai gantinya harga tiket include naik kapal & kereta sepuasnya
Ssmoga hewan2 disana selalu sehat & survive dikala pengunjung sangat berkurang
Semangat GL Zoo",POSITIF
"Tempat untuk beli ikan, dan bermain dipantai. Asyik bwt makan bersama swmbil memandangi lautan yg indah.Biasanya saya suka berpetualang disini brsma doi. Tapi sekarang sudah pd jadi mantan semua, mungkin belum jodoh nya hha",POSITIF
Jelek sekali mau beli minum aja udah tutup semua,NEGATIF
"Di Indonesia ada 2 candi besar dan megah yang harus anda kunjungi, Candi Prambanan salah satu yang wajib anda kunjungi, hanya berjarak 30 menit dari kota Yogyakarta.
Anda akan terkesan dengan kemegahan dan ukiran candi Prambanan, di dalam kawasan Candi Prambanan ini masih ada 3 Candi yang bisa sekalian anda kunjungi.",POSITIF
Pantai yang kotor & banyak sampah. Tidak direkomendasikan untuk wisata keluarga.,NEGATIF
Tempat yang tepat untuk menikmati senja dan mendengar deburan ombak sambil menikmati sajian makanan laut yang menggugah selera ?ÙÔ,POSITIF
Anak anak pasti suka dan ga da capek.. org tuanya yang gempor hihi,POSITIF
"Htm weekday 60k, weekend 75k, TB dibawah 80cm gratis. HTM include naik perahu dan kereta keliling sepuasnya.
Karena bawa bocil jaga2 bawa stroller dan ternyata bener2 berguna karena tmpatnya super luas. Tiap pindah spot/halte naik keeeta keliling (ada tempat buat naro stroller juga). Ada resto juga didepan halte 4 yang rasanya lumayan enak. Rate nya singkong goreng 15k, sosis 15k, nasi ayam 20k, bakso 25k.",POSITIF
"Mall paling gedhe di Yogya
Cm kudu waspada masuk jalur lambat (Depan RS JIH) untk entrance Mall dari arah timur Ring Road Utara... Tidak ada petunjuknya
Cm bnyak tenant2 tutup mungkin akibat pandemi...semoga bs normal kembali
Ada hotelnya jg ya...",POSITIF
"Berkunjung saat pandemi, jd tidak bisa masuk ke candinya , hanya bisa foto diluar pagar. Tiket masuk 50rb+tiket mobil tayo 20rb/org",POSITIF
"Kebun binatang di jogja..tempat bersih,fasilitas bagus,hewan juga lmayan komplit..",POSITIF
Ni candi bener2 keren... G tau rasanya takjub banget liat prambanan.. cuman waktu itu waktu q mepet. Hiks hiks next mau mampir ke sini deh,POSITIF
"Mall paling gede di jogja, lumayan lengkap dari pakaian, perhiasan, hiburan juga ada disini dan makanan.

Termasuk mall yang lumayan lengkap pilihan makanannya, mau yang $$$ atau $$$$$ juga ada. Dilantai paling atas ada semacam foodcourt pilihan makanannya banyak dan beragam.

Kalo tempat bermain buat anak"" juga ada, kalau bingung mau kemana jalan"" murah meriah dan adem bisa main ke Hartono mall *jangan belanja* ðŸ˜‚",POSITIF
"mahal bgt tiket masuknya,",NEGATIF
"Tidak recomended buat berenang. Kalau sekedar main air saja ya bisalah. Banyak kapal nelayan dan bisa beli ikan langsung dari nelayan kalau pas kapalnya baru datang. Info yang saya dapat dari penjual warung, kapal nelayannya datang jam 10 pagi. Sebenarnya disini lebih ke tempat wisata kuliner sih. Banyak warung2 ikan bakar. Kita bisa pake ikan dari mereka atau bawa ikan sendiri.",NEGATIF
"Kolam berenang yang sangat mengasyikan, banyak memiliki wahan yang beragam, cocok untuk menemani keluarga dan berliburan bersama mereka, jika kalian memiliki keluarga yang ramai akan memungkinkan mendapatkan pengalaman yang memorable. cocok untuk diulang untuk datang kesini",POSITIF
"Dulu pertama kali datang kesini bersama teman2 bekerja untuk sekadar tamasya menikmati anginya yang cukup kencang dan deburan ombaknya yang cukup besar ciri khas pantai selatan. Datang kembali karena ada event lari bersama teman2 pekerjaan juga. Pantainya cukup bersih dan luas. Banyak warung yang menawarkan ikan bakar hasil laut karena memang terkenal dengan pusat ikan dan ada tempat pelelangan ikanya. Sepanjang garis pantai kita bisa menikmati luasnya samudra hindia namun tetap hati2 jangan terlalu dekat dengan bibir pantai. Kita juga bisa jalan2 di pantai sebelahnya yaitu ada pantai parangkusumo dan pantai parangtritis. Selain itu ada wisata lain yaitu tur dengan jeep menjelajahi gumuk pasir, pastinya seru dan menegangkan. Untuk penginapan anda harus pandai2 memilih lokasi dan fasilitas yang ditawarkan.",POSITIF
"Bagi yang suka makan ikan , saya tidak merekomendasikan pesan di tempat makan disini.. saya kecewa karena berkali kali pesan tidak sesuai.. terakhir pesan kakap merah di kasih nya bawal merah tapi bayar harga kakap..",NEGATIF
"Jika Anda berkunjung ke kawasan pantai di Yogyakarta, biasanya akan kesulitan menemukan lapak makanan laut (seafood) yang segar. Karena umumnya pantai di Yogyakarta hanya menyuguhkan pemandangan dan eksotisme laut selatannya saja.

Kecuali untuk kawasan Pantai Depok, Kretek, Bantul. Di sini Anda dapat menemui kulineråÊseafoodåÊdi setiap warung. Namun tempat-tempat kuliner di sini masih sangat sederhana, baik yang dikonsep seperti cafe, maupun yang dibuat seperti resto.

Begitu Anda sampai di lokasi Pantai Depok, biasanya Anda akan didatangi seorang pedagang, yang menawarkan kulineråÊseafood.åÊDi bangunan warung sederhana yang rata-rata atapnya berbentuk limasan ini pengunjung bisa duduk secara lesehan menggunakan tikar, dan di depannya meja-meja kecil. Meski sederhana, warung makan di sepanjang pantai ini tampak bersih dan nyaman.

Beragam hidanganåÊseafoodåÊbisa dicicipi di sini. Hidangan ikan yang paling populer dan murah ialah ikan cakalang. Jenis ikan lain yang bisa dinikmati ialah kakap putih dan kakap merah. Ikan bawal menjadi jenis ikan yang paling mahal di Pantai Depok. Selain ikan, ada juga kepiting, udang, cumi-cumi, dan pare.

HidanganåÊseafoodåÊbiasanya dimasak dengan dibakar atau digoreng. Semua tergantung selera Anda. Asyiknya lagi, jika Anda datang bersama rombongan, di sini Anda bisaåÊbarbecueåÊalias bakar sendiri ikannya di tepi pantai.",POSITIF
"Mantap, seru, anak suka. Sayangnya foto bareng gajah cukup mahal harganya. RP 100K",POSITIF
nggak begitu mengsik kan,NEGATIF
"2 kali ke sini untuk nyari ikan bakar. di sini ada warung yang jual seafood matang siap makan, maupun seafood mentah. untuk pasar ikannya sendiri belum pernah masuk, baru ke rumah makan.
pantai cukup luas, biaya parkir standar. ga ngepruk.
ada ATV kalau mau mainan di pantai.",POSITIF
Tersedia warung makan sea food enak. Warung Narotama harga wajar bersahabat,POSITIF
"Tempat ikan segar dan langsung bisa dimasak, bermain air sekaligus kulinernya menjanjikanðŸ˜‹ðŸ˜‹ðŸ‘",POSITIF
Indah dan bersih...,POSITIF
"Makin rame. Banyak pengunjung, tempat cocok juga untuk main air. Tapi tetep harus hati2, karena ombak juga cukup besar. Cuma memang dipantai ini bau nya cukup amis karena memang surganya ikan?Ù÷Â",POSITIF
"Tiketnya sekarang 60k per orang di dalem dah gratis naik perahu sama ada mobil yang buat keliling gembira loka,yang mau lebih dekat liat hewannya aku saranin buat jalan aja yaa ada tempat duduk juga kalau capek jalan bisa rehat dulu. tempatnya sejuk bagus kok tetap taati protokol kesehatan ya",POSITIF
Pengalaman yang sangat mengagumkan sekali bisa melihat keindahan Candi Prambanan ..,POSITIF
"Mall lain yang ada di Jogja. Di sekitar ring road utara di wilayah Sleman. Mall yang cukup besar dan mewah. Jalan menuju ke HTM cukup banyak, tapi alangkah baiknya memprediksi jalur yang hendak di lalui. Karena 1, jalanan pas macet bisa juga rusak ; 2, jalan searah.

Parkir di HTM cukup luas tapi ketika di satu lantai penuh, kita perlu ekstra mata untuk muterÂ² mencari tempat parkir. yang perlu diperhatikan ketika parkir adalah ""hafal letak motor/mobil"" kalau lupa bisa foto tempat parkir nya. Jadi kalau sewaktu-waktu lupa atau bgg bisa tanya tunjukkan fotonya.
Tarif parkir motor 2000/flat, sedangkan mobil 3500 untuk 1jam pertama.

Di HTM ada banyak fasilitas yang disediakan :
1. Toilet . Toilet disini tersedia cukup banyak, dan ada tempat wudlu.
2. Prayer room. Jangan khawatir buat kalian yang suka nge-mall tapi bisa sholat dengan nyaman, disini juga ada ditiap lantai. Ada mukena, sandal untuk wudlu.
3. Playanground. Ini area favorit emakÂ² klo ngajak anak ke mall, selain gratis juga menyenangkan.
4. Ruang laktasi. Dikhususkan untuk emakÂ² yang punya baby masih kecil, yang perlu menyusui, ganti popok dll.",POSITIF
"Prokesnya ketat, sayang pengunjung aja kadang ada yang bandel ga mau pakai masker. Banyak spot foto bagus, ada bbrp spot untuk duduk didalam, sayang sekarang udah ga bs naik dan masuk ke dalam candi2 didalamnya",POSITIF
Pemandangannya bagus.lautnya bersih,NEGATIF
Sarung saya ketinggalan disini ?Ù÷Ó?Ù÷??Ù÷?,NEGATIF
"Keren, masih alami... Sepertinya kalau pagi abis Subuh gitu lebih asyik lagi ini..",POSITIF
"Wahananya asyik,ramah sama pengunjung",POSITIF
Sejuk,POSITIF
pantainya kotor,NEGATIF
"Bad Parking System. Buruknya pengaturan parkirnya. Jalur UTAMA keluar 4jalur dipakai parkir hingga 3 jalur, minimnya pengawasan. Dan menyempit hanya 2 jalur pembayaran dan disempitkan jadi 1 jalur. Tunggu hingga 2jam.",NEGATIF
Tempat duduk dan colokan kosong sangat terbatas,NEGATIF
Kurang nyaman tdk seperti gembira loka zoo yang dulu ... harga tiket @75.000 mahal  .. . hrsnya ada opsi laen utk pilih harga tiket mohon utk di tinjau ulang tks,NEGATIF
Tempatnya bagus banget keren sii byat spot foto bisa ngenal candi2 juga. sayang banget ga bisa masuk foto ke dalem candinya cuma bokle jatak foto 1 Meter aja. btw harga tiket masuknya 50.000 yaaa,POSITIF
Selalu seneeenggg berkunnung ke sini. Akses mudah ga terlalu jauh dari pusat kota jogja. Puas main pasir dan air. Bisa beli cemilan peyek dan gorengan udang yg endesss dan murce. Sambil jalan ke pasar ikan milih ikan segar dan cumi buat dimasakin ke rumah makan untuk minta di masakkan. Pantai yg ngangenin bangeeddd,POSITIF
jelek,NEGATIF
"Salah satu pantai favorit di jogja, selain akses perjalanan yang mudah ada berbagai macam fasilitas yang tersedia seperti pasar ikan, warung makan, dan aneka jual aksesoris atau pakaian ganti. Warung makan seafood enak dan murah, serta menyuguhkan pemandangan yang bagus dengan ombak yang cukup tinggi. Untuk tiket masuk termasuk murah. Sangat rekomen untuk berwisata dengan keluarga sembari menikmati hasil tangkapan laut. Jika beruntung bisa membeli hasil tangkapan laut langsung dari nelayan.",POSITIF
Kotor,NEGATIF
Tempatnya bagus tp kurang tertata rapi,NEGATIF
Bagus untuk family time. Tapi masakannya ga seberapa enak hehe,POSITIF
" hujan deras petir pula, suasananya ya antrian foto sekitar ukiran batu ini panjang",NEGATIF
Wahana air termegah terbesar di jogjakarta. Tiket masuknya murah. Sudah termasuk pelampung dan ban air. Bisa menukmati ombak buatan. Pesta foam dan wahana air yang spektakuler,POSITIF
Bikin macet jalan,NEGATIF
"Secara fasilitas mungkin kurang lengkap dibandingkan Parangtritis tetapi kita dapat menikmati ikan bakar nikmat dengan harga sangat wajar dan bahkan di peak season, pantai tidak terlalu crowded sehingga masih bisa santai sebagaimana tujuan ke pantai...",POSITIF
Saya suka makanan atau kulinel seafood nya,POSITIF
"HTM mahal
Parkir mahal
Jalan dari parkiran jauh",NEGATIF
Salah satu pantai di Bantul Yogyakarta letaknya di selatan pantai Parangtritis. Di sini terdapat tempat pelelangan ikan. Kita juga bisa menemukan warung makan dengan olahan ikan segar dengan harga yang berfariasi. Tiket masuk ke obyek wisata pantai depok ini jg tergolong murah. Selalu ramai di datangi pengunjung baik dari lokal maupun luar kota,POSITIF
"Wahana Air Terbesar di Jogja-Jateng, banyak wahana menarik di sana",POSITIF
"Mohon maaf sebelumnya, bulan oktober 2016 salah satu karyawan jogja bay memesan jaket dikonveksi saya (jaket buat jogja bay) pada saat barang jadi karyawan tersebut bilang kalau barang belum sampai kantor maka uang juga belum bisa cair, maka jaket tersebut di bawa terlebih dahulu, saya berfikir masak iya perusahaan sekelas jogja bay tidak mau bayar uang yang tidak seberapa. Eh sampai hari ini 24 jan 2017 gak ada kejelasan, terakhir november 2016 bilangnya uang belum cair.. Yah ini bukan soal uang, tp soal tanggung jawab..",NEGATIF
Sya kecewa dengan pelayanan untuk ke candi ratu boko,NEGATIF
tidak ada tempat yang bisa untuk berteduh saat panas,NEGATIF
Apik... Tapi mahal,POSITIF
"Tiket masuk wisata ini 10rb per org, dan 5rb tiket parkir mobil. Akses jalan bagus, parkir luas, bersih lokasinya.. Kebetulan ksana pas awal weekday jadi enak ga padat manusia..
Banyak spot foto. Ada team dr sini yang mau bantu fotoin.. Bahkan mengarahkan gaya, sabar dan rata2 friendly, poin plus pelayanan ini mah., good
Bayarnya seikhlasnya.. Masnya juga baik..
Kalau bawa org tua dan anak kecil extra diawasi ya. Beberapa sisi tebing blm dikasih pembatas..",POSITIF
"Kalo ke candi Prambanan lebih di sarankan pagi biar gk panas banget
Gak pernah bosen utk berkunjung ke Prambanan lagi dan lagi",POSITIF
"Pantai depok, memang tidak seterkenal pantai parangtritis. Namun suasana sunset yang keren gak kalah deh dengan parangtritis soalnya masih satu garis tepi pantai juga.
Kita bisa beli ikan segar di pasar ikan pinggir pantai kemudian minta di masak oleh kedai di sana. Pintar2lah memilih ikan dan tawar saja pakai bahasa jawa halus biar murah.",POSITIF
Keren.. emang suka sama candi.. rapih plus bersih pula gak ada sampah.. pki perduli lindungi.. wajib masker byk satpam yang keliling utk cek yang lepas masker ..,POSITIF
"Pantai yang lebih menonjol jual beli ikan langsung di nelayan maupun pelelangan ikan, di pantai ini tidak begitu bagus untuk berenang tapi pengunjung bisa menikmati sensasi tawar menawar ikan laut langsung di kapal nelayan yang baru mendarat. pengunjung juga bisa merasakan sensasi mendorong perahu nelayan yg mendarat ke atas pasir.
setelah bisa merasakan pembelian langsung ke nelayan di atas kapal pengunjung juga bisa langsung menikmati ikan segar tersebut dengan mendatangi rumah makan yg ada di pinggiran pantai yg semuanya menawarkan jasa masak.",POSITIF
"Ada banyak warung seafood. Harga nya standar
Tersedia cumi cakalang udang dll",POSITIF
"Kotor tak dirawat pantainya, beda dengan pantai parangtritis
padahal deket juga satu wilayah",NEGATIF
Tempat yang bagus untuk acara keluarga makan seafood.,POSITIF
 landscapenya sangat jelek. Tanaman banyak yang layu tidak membuat indah tempatnya,NEGATIF
Memang indah alam ini teman,POSITIF
"Tiket untuk mancanegara 320k,tiket local 40k. Mengapa tiket mahal?jangan aji mumpung ntar malah jadi sepi karna tiketnya kemahalan....tolong diperbaiki. Sekarang touris mancanegara gak seramai dulu, apalagi turis lokal. ...tolong harga tiket bisa direview ulang....",NEGATIF
"Salah satu tempat wisata yang baru saja diresmikan menjadi situs geopark nasional. Tempat yang sangat menakjubkan dengan fenomena alam berupa tebing batu karang hasil letusan gunung api purba. Banyak spot foto instagramable yang bisa digunakan dengan biaya sukarela. Tempat parkir yang luas. Ada fasilitas toilet. Mushola yang sangat nyaman dan bersih, kios kios makanan dan minuman. Ada juga warung kopi khusus bagi penikmat kopi. Selain itu tersedia juga wisata Jeep mengelilingi tempat wisata lainnya di sekitar tebing breksi.",POSITIF
Wow indah bingit..dan sea fotonya mantuk banget rasanya pokoknya mantap dech...,POSITIF
Vasilitas kurang cujup dan tidak ada pepohonan yang sejuk,NEGATIF
"Cuma mau tanya apakah ini tarif parkir resmi dr pengelola gembira loka(Rp. 20.000)? Kayaknya harga tdk wajar sekali, kl bs pengelola lbh mmperhatikan tarif parkir. Byk yang mengeluh.. yang dikhawatirkn pengunjung byk yang kecewa. Akhirnya tdk berkunjung lg.. ?Ùª?Ù??Ùª?Ù??Ùª?Ù?",NEGATIF
Destinasi wisata favorite,POSITIF
"Lumayan bagus

Tapi sayang perjalan mau k gembira loka kena macet",NEGATIF
Banyak sampah berserakan kurang indah dipandang,NEGATIF
"Bbrp tenant tutup (karena renov?)
Saat ini masuk mall sudah dengan aplikasi PeduliLindungi (walau di area bawah saat mau scan barcode sinyal ilang terpaksa tethering operator telco yang ada sinyalnya)
Tenant yang diliat-liat tetap buka (dan beberapa sedang ada diskon) : ace, informa, h&m, uniqlo, the body shop, optik-optik & toko jam.. FnB : starbucks, burgerking, the duck king, jco (ini di lantai dasar semua), dcrepes di lantai atas, chatime di lantai bawah",POSITIF
"Tempat yang bagus karna berdekatqn dengan hotel mariott. Tempatnya cukup nyaman dan retail yang ada disana lumayan banyak, dibagian bawah ada hypermart, dan stand2 makanan kecil",POSITIF
Angajak anak istri liburan ke pantai Depok,POSITIF
"Tempatnya bagus, pantainya indah, sekarang tersedia gazebo dan kios jadi makin ok",POSITIF
"Wisata yang sangat bagus dan menarik
Banyak binatang, cocok untuk keluarga .",POSITIF
"Suasana adem, cocok untuk liburan keluarga.
Ada kereta gratis, jangan lupa bawa payung biar ga panas, bekal makanan biar hemat",POSITIF
Spot nya keren... Pemandangan jogja kliatan banget..ap lg mlem hari..?ÙÔ?ÙÈ,NEGATIF
"Tempatnya nyaman bgt ,, sampai jumpa dilain waktuuu ,,, semangat nabung duluu ?Ù÷",POSITIF
"Jarak hewan satu sama yang lainya terlalu  jauh
Waktu habis buat jalan
Jadi malah ga bisa lihat macam2 hewan",NEGATIF
Panas,NEGATIF
banyak sampah-sampah kayu yang berserakan dan menutupi sekitar bibir pantai. Sampah kayu ini sangat mengganggu pemandangan dan membuat pantai terkesan jorok,NEGATIF
"Tempatnya cukup bagus tanpa AC pengunjung yang merokok bebas, fariasi KOPI cukup lengkap,khususnya KOPI hasil petani di Jawa Timur , sayang nggak ada makanan berat",POSITIF
Asik sih,POSITIF
"Belum Siap Operasi !!
#mengecewakan.
Pas hari libur 24 Desember 2015.

1/2 jam ngantri ticket, makan ngantri, ganti baju & bilas ngantri juga, tempat duduk tidak dapat bahkan di resto, toilet juga minim, tempat bilas cuma 8 sementara yang masuk ratusan bahkan seribu orang lebih, wahana ada yang belum selesai.

Next time kesana lagi kalau sudah ada perubahan.",NEGATIF
